ID	Artist	Song	Link
5034	UGK	Short Texas	http://rap.genius.com/Ugk-short-texas-lyrics
5035	UGK	Cocaine in the Back of the Ride	http://rap.genius.com/Ugk-cocaine-in-the-back-of-the-ride-lyrics
5036	UGK	It's Too Hard to Swallow	http://rap.genius.com/ugk-its-too-hard-to-swallow-lyrics
5037	UGK	Cramping My Style	http://rap.genius.com/ugk-cramping-my-style-lyrics
5038	UGK	Feel Like I'm the One Who's Doin' Dope	http://rap.genius.com/ugk-feel-like-im-the-one-whos-doin-dope-lyrics
5039	UGK	I'm So Bad	http://rap.genius.com/Ugk-im-so-bad-lyrics
5040	UGK	Trill Ass Nigga	http://rap.genius.com/Ugk-trill-ass-nigga-lyrics
5041	UGK	976-Bun B	http://rap.genius.com/Ugk-976-bun-b-lyrics
5042	UGK	Something Good	http://rap.genius.com/ugk-something-good-lyrics
5043	UGK	Return	http://rap.genius.com/ugk-return-lyrics
5044	UGK	Underground	http://rap.genius.com/ugk-underground-lyrics
5045	UGK	It's Supposed to Bubble	http://rap.genius.com/Ugk-its-supposed-to-bubble-lyrics
5046	UGK	I Left It Wet for You	http://rap.genius.com/Ugk-i-left-it-wet-for-you-lyrics
5047	UGK	Feds in Town	http://rap.genius.com/Ugk-feds-in-town-lyrics
5048	UGK	Pocket Full of Stones, Pt. 2	http://rap.genius.com/ugk-pocket-full-of-stones-pt-2-lyrics
5049	UGK	Front, Back & Side to Side	http://rap.genius.com/ugk-front-back-&-side-to-side-lyrics
5050	UGK	Protect & Serve	http://rap.genius.com/ugk-protect-&-serve-lyrics
5051	UGK	Stoned Junkee	http://rap.genius.com/Ugk-stoned-junkee-lyrics
5052	UGK	Pussy Got Me Dizzy	http://rap.genius.com/ugk-pussy-got-me-dizzy-lyrics
5053	UGK	Three Sixteens	http://rap.genius.com/Ugk-three-sixteens-lyrics
5054	UGK	Intro	not_searchable
5055	UGK	One Day	http://rap.genius.com/ugk-one-day-lyrics
5056	UGK	Murder	http://rap.genius.com/ugk-murder-lyrics
5057	UGK	Pinky Ring	http://rap.genius.com/ugk-pinky-ring-lyrics
5058	UGK	Diamonds & Wood	http://rap.genius.com/ugk-diamonds-&-wood-lyrics
5059	UGK	3 in the Mornin'	http://rap.genius.com/Ugk-3-in-the-mornin-lyrics
5060	UGK	Touched	http://rap.genius.com/ugk-touched-lyrics
5061	UGK	Fuck My Car	http://rap.genius.com/Ugk-fuck-my-car-lyrics
5062	UGK	That's Why I Carry	http://rap.genius.com/Ugk-thats-why-i-carry-lyrics
5063	UGK	Hi-Life	http://rap.genius.com/Ugk-hi-life-lyrics
5064	UGK	Good Stuff	http://rap.genius.com/Ugk-good-stuff-lyrics
5065	UGK	Ridin' Dirty	http://rap.genius.com/Ugk-ridin-dirty-lyrics
5066	UGK	Outro	not_searchable
5067	UGK	Let Me See It	http://rap.genius.com/ugk-let-me-see-it-lyrics
5068	UGK	Choppin' Blades	http://rap.genius.com/Ugk-choppin-blades-lyrics
5069	UGK	Look at Me	http://rap.genius.com/ugk-look-at-me-lyrics
5070	UGK	Ain't That a B***h (Ask Yourself)	http://rap.genius.com/ugk-aint-that-a-bitch-ask-yourself-lyrics
5071	UGK	Gold Grill	http://rap.genius.com/Ugk-gold-grill-lyrics
5072	UGK	PA N***a	http://rap.genius.com/ugk-pa-nigga-lyrics
5073	UGK	Holdin' Na	http://rap.genius.com/Ugk-holdin-na-lyrics
5074	UGK	Don't Say S**t	http://rap.genius.com/ugk-dont-say-shit-lyrics
5075	UGK	Dirty Money	http://rap.genius.com/ugk-dirty-money-lyrics
5076	UGK	Like a Pimp	http://rap.genius.com/ugk-like-a-pimp-lyrics
5077	UGK	Pimpin' Ain't No Illusion	http://rap.genius.com/Ugk-pimpin-aint-no-illusion-lyrics
5078	UGK	Take It Off	http://rap.genius.com/Ugk-take-it-off-lyrics
5079	UGK	Wood Wheel	http://rap.genius.com/Ugk-wood-wheel-lyrics
5080	UGK	Money, H***s & Power	http://rap.genius.com/ugk-money-hoes-&-power-lyrics
5081	UGK	Belts to Match	http://rap.genius.com/ugk-belts-to-match-lyrics
5082	UGK	Breakin' Sketti	http://rap.genius.com/ugk-breakin-sketti-lyrics
5083	UGK	They Down With Us	http://rap.genius.com/ugk-they-down-with-us-lyrics
5084	UGK	Dirty Dirty	http://rap.genius.com/ugk-dirty-dirty-lyrics
5085	UGK	The Corruptor's Execution	http://rap.genius.com/ugk-the-corruptors-execution-lyrics
5086	UGK	Pop the Trunk	http://rap.genius.com/ugk-pop-the-trunk-lyrics
5087	UGK	Cigarette	http://rap.genius.com/ugk-cigarette-lyrics
5088	UGK	We Big Mane	http://rap.genius.com/ugk-we-big-mane-lyrics
5089	UGK	All About It	http://rap.genius.com/ugk-all-about-it-lyrics
5090	UGK	The Game	http://rap.genius.com/ugk-the-game-lyrics
5091	UGK	Pocket Full of Stones	http://rap.genius.com/Ugk-pocket-full-of-stones-lyrics
5092	UGK	One Day	http://rap.genius.com/ugk-one-day-lyrics
5093	UGK	Diamonds & Wood	http://rap.genius.com/ugk-diamonds-&-wood-lyrics
5094	UGK	Something Good	http://rap.genius.com/ugk-something-good-lyrics
5095	UGK	Pimpin' Ain't No Illusion	http://rap.genius.com/Ugk-pimpin-aint-no-illusion-lyrics
5096	UGK	Front, Back & Side to Side	http://rap.genius.com/ugk-front-back-&-side-to-side-lyrics
5097	UGK	Pocket Full of Stones	http://rap.genius.com/Ugk-pocket-full-of-stones-lyrics
5098	UGK	Let Me See It	http://rap.genius.com/ugk-let-me-see-it-lyrics
5099	UGK	Choppin' Blades	http://rap.genius.com/Ugk-choppin-blades-lyrics
5100	UGK	Take It Off	http://rap.genius.com/Ugk-take-it-off-lyrics
5101	UGK	Belts to Match	http://rap.genius.com/ugk-belts-to-match-lyrics
5102	UGK	F*** My Car	http://rap.genius.com/ugk-fuck-my-car-lyrics
5103	UGK	Pinky Ring	http://rap.genius.com/ugk-pinky-ring-lyrics
5104	UGK	Swisha and Dosha	http://rap.genius.com/ugk-swisha-and-dosha-lyrics
5105	UGK	Int'l Players Anthem (I Choose You)	http://rap.genius.com/ugk-intl-players-anthem-i-choose-you-lyrics
5106	UGK	Chrome Plated Woman	http://rap.genius.com/Ugk-chrome-plated-woman-lyrics
5107	UGK	Life Is 2009	http://rap.genius.com/Ugk-life-is-2009-lyrics
5108	UGK	The Game Belongs to Me	http://rap.genius.com/Ugk-the-game-belongs-to-me-lyrics
5109	UGK	Like That	http://rap.genius.com/ugk-like-that-lyrics
5110	UGK	Gravy	http://rap.genius.com/ugk-gravy-lyrics
5111	UGK	Underground Ringz	http://rap.genius.com/ugk-underground-ringz-lyrics
5112	UGK	Grind Hard	http://rap.genius.com/ugk-grind-hard-lyrics
5113	UGK	Take tha Hood Back	http://rap.genius.com/Ugk-take-tha-hood-back-lyrics
5114	UGK	Quit Hatin' the South	http://rap.genius.com/Ugk-quit-hatin-the-south-lyrics
5115	UGK	Heaven	http://rap.genius.com/ugk-heaven-lyrics
5116	UGK	Trill N****** Don't Die	http://rap.genius.com/ugk-trill-niggaz-dont-die-lyrics
5117	UGK	How Long Can It Last	http://rap.genius.com/Ugk-how-long-can-it-last-lyrics
5118	UGK	Still Ridin' Dirty	http://rap.genius.com/Ugk-still-ridin-dirty-lyrics
5119	UGK	Stop-n-Go	http://rap.genius.com/Ugk-stop-n-go-lyrics
5120	UGK	Cocaine	http://rap.genius.com/ugk-cocaine-lyrics
5121	UGK	Two Type of B******	http://rap.genius.com/ugk-two-type-of-bitches-lyrics
5122	UGK	Real Women	http://rap.genius.com/Ugk-real-women-lyrics
5123	UGK	Candy	http://rap.genius.com/ugk-candy-lyrics
5124	UGK	Tell Me How Ya Feel	http://rap.genius.com/Ugk-tell-me-how-ya-feel-lyrics
5125	UGK	Shattered Dreams	http://rap.genius.com/Ugk-shattered-dreams-lyrics
5126	UGK	Like That	http://rap.genius.com/ugk-like-that-lyrics
5127	UGK	Next Up	http://rap.genius.com/ugk-next-up-lyrics
5128	UGK	Living This Life	http://rap.genius.com/Ugk-living-this-life-lyrics
5129	UGK	Outro	not_searchable
5130	UGK	Int'l Players Anthem (I Choose You)	http://rap.genius.com/ugk-intl-players-anthem-i-choose-you-lyrics
5131	UGK	Int'l Players Anthem (I Choose You)	http://rap.genius.com/ugk-intl-players-anthem-i-choose-you-lyrics
5132	UGK	Hit the Block	http://rap.genius.com/ugk-hit-the-block-lyrics
5133	UGK	Like Yesterday	http://rap.genius.com/ugk-like-yesterday-lyrics
5134	UGK	Cut U N 1/2	http://rap.genius.com/ugk-cut-u-n-1-2-lyrics
5135	UGK	Intro [Banned]	http://rap.genius.com/ugk-intro-[banned]-lyrics
5136	UGK	Pregnant Pussy [Banned]	http://rap.genius.com/ugk-pregnant-pussy-[banned]-lyrics
5137	UGK	Mutha Aint Mine [Banned]	http://rap.genius.com/ugk-mutha-aint-mine-[banned]-lyrics
5138	UGK	Mr. Playa	http://rap.genius.com/ugk-mr-playa-lyrics
5139	UGK	Something Good [DJ Screw Mix]	http://rap.genius.com/ugk-something-good-[dj-screw-mix]-lyrics
5140	UGK	Short Texas [DJ Screw Mix]	http://rap.genius.com/ugk-short-texas-[dj-screw-mix]-lyrics
5141	UGK	Pregnant Pussy [DJ Screw Mix]	http://rap.genius.com/ugk-pregnant-pussy-[dj-screw-mix]-lyrics
5142	UGK	Like Yesterday [DJ Screw Mix]	http://rap.genius.com/ugk-like-yesterday-[dj-screw-mix]-lyrics
5143	UGK	Mutha Aint Mine	http://rap.genius.com/ugk-mutha-aint-mine-lyrics
5144	UGK	What Up My Boy	http://rap.genius.com/ugk-what-up-my-boy-lyrics
5145	UGK	Satisfied	http://rap.genius.com/ugk-satisfied-lyrics
5146	UGK	7 Executioners	http://rap.genius.com/ugk-7-executioners-lyrics
5147	UGK	Intro	not_searchable
5148	UGK	Still on the Grind	http://rap.genius.com/Ugk-still-on-the-grind-lyrics
5149	UGK	Everybody Wanna Ball	http://rap.genius.com/Ugk-everybody-wanna-ball-lyrics
5150	UGK	Feelin' You	http://rap.genius.com/Ugk-feelin-you-lyrics
5151	UGK	The Pimp & The Bun	http://rap.genius.com/ugk-the-pimp-&-the-bun-lyrics
5152	UGK	She Luv It	http://rap.genius.com/Ugk-she-luv-it-lyrics
5153	UGK	7th Street Interlude	http://rap.genius.com/Ugk-7th-street-interlude-lyrics
5154	UGK	Swishas & Erb	http://rap.genius.com/ugk-swishas-&-erb-lyrics
5155	UGK	Purse Come First	http://rap.genius.com/Ugk-purse-come-first-lyrics
5156	UGK	Harry A**hole	http://rap.genius.com/ugk-harry-asshole-lyrics
5157	UGK	Used to Be	http://rap.genius.com/ugk-used-to-be-lyrics
5158	UGK	Steal Your Mind	http://rap.genius.com/ugk-steal-your-mind-lyrics
5159	UGK	Texas Ave. (Interlude)	http://rap.genius.com/Ugk-texas-ave-interlude-lyrics
5160	UGK	Hard as Hell	http://rap.genius.com/Ugk-hard-as-hell-lyrics
5161	UGK	Da Game Been Good to Me	http://rap.genius.com/Ugk-da-game-been-good-to-me-lyrics
5162	UGK	Outro	not_searchable
5163	Outkast	Peaches (Intro)	http://rap.genius.com/Outkast-peaches-intro-lyrics
5164	Outkast	Myintrotoletuknow	http://rap.genius.com/Outkast-myintrotoletuknow-lyrics
5165	Outkast	Ain't No Thang	http://rap.genius.com/Outkast-aint-no-thang-lyrics
5166	Outkast	Welcome to Atlanta (Interlude)	http://rap.genius.com/outkast-welcome-to-atlanta-interlude-lyrics
5167	Outkast	Southernplayalisticadillacmuzik	http://rap.genius.com/Outkast-southernplayalisticadillacmuzik-lyrics
5168	Outkast	Call of da Wild	http://rap.genius.com/Outkast-call-of-da-wild-lyrics
5169	Outkast	Player's Ball	http://rap.genius.com/Outkast-players-ball-lyrics
5170	Outkast	Claimin' True	http://rap.genius.com/Outkast-claimin-true-lyrics
5171	Outkast	Club Donkey Ass (Interlude)	http://rap.genius.com/outkast-club-donkey-ass-interlude-lyrics
5172	Outkast	Funky Ride	http://rap.genius.com/Outkast-funky-ride-lyrics
5173	Outkast	Flim Flam (Interlude)	http://rap.genius.com/outkast-flim-flam-interlude-lyrics
5174	Outkast	Git up, Git Out	http://rap.genius.com/Outkast-git-up-git-out-lyrics
5175	Outkast	True Dat (Interlude)	http://rap.genius.com/Outkast-true-dat-interlude-lyrics
5176	Outkast	Crumblin' Erb	http://rap.genius.com/Outkast-crumblin-erb-lyrics
5177	Outkast	Hootie Hoo	http://rap.genius.com/Outkast-hootie-hoo-lyrics
5178	Outkast	D.E.E.P.	http://rap.genius.com/outkast-deep-lyrics
5179	Outkast	Player's Ball (Reprise)	http://rap.genius.com/Outkast-players-ball-reprise-lyrics
5180	Outkast	You May Die (Intro)	http://rap.genius.com/Outkast-you-may-die-intro-lyrics
5181	Outkast	Two Dope Boyz (In a Cadillac)	http://rap.genius.com/Outkast-two-dope-boyz-in-a-cadillac-lyrics
5182	Outkast	Atliens	http://rap.genius.com/Outkast-atliens-lyrics
5183	Outkast	Wheelz of Steel	http://rap.genius.com/Outkast-wheelz-of-steel-lyrics
5184	Outkast	Jazzy Belle	http://rap.genius.com/Outkast-jazzy-belle-lyrics
5185	Outkast	Elevators (Me and You)	http://rap.genius.com/outkast-elevators-me-and-you-lyrics
5186	Outkast	Ova da Wudz	http://rap.genius.com/Outkast-ova-da-wudz-lyrics
5187	Outkast	Babylon	http://rap.genius.com/outkast-babylon-lyrics
5188	Outkast	Wailin'	http://rap.genius.com/Outkast-wailin-lyrics
5189	Outkast	Mainstream	http://rap.genius.com/outkast-mainstream-lyrics
5190	Outkast	Decatur Psalm	http://rap.genius.com/Outkast-decatur-psalm-lyrics
5191	Outkast	Millennium	http://rap.genius.com/outkast-millennium-lyrics
5192	Outkast	E.T. (Extraterrestrial)	http://rap.genius.com/outkast-et-extraterrestrial-lyrics
5193	Outkast	13th Floor/Growing Old	http://rap.genius.com/Outkast-13th-floor-growing-old-lyrics
5194	Outkast	Elevators (Me and You)	http://rap.genius.com/outkast-elevators-me-and-you-lyrics
5195	Outkast	Hold on, Be Strong	http://rap.genius.com/outkast-hold-on-be-strong-lyrics
5196	Outkast	Return of the "G"	http://rap.genius.com/outkast-return-of-the-"g"-lyrics
5197	Outkast	Rosa Parks	http://rap.genius.com/Outkast-rosa-parks-lyrics
5198	Outkast	Skew It on the Bar-B	http://rap.genius.com/Outkast-skew-it-on-the-bar-b-lyrics
5199	Outkast	Aquemini	http://rap.genius.com/Outkast-aquemini-lyrics
5200	Outkast	Synthesizer	http://rap.genius.com/Outkast-synthesizer-lyrics
5201	Outkast	Slump	http://rap.genius.com/Outkast-slump-lyrics
5202	Outkast	West Savannah	http://rap.genius.com/outkast-west-savannah-lyrics
5203	Outkast	Da Art of Storytellin', Pt. 1	http://rap.genius.com/outkast-da-art-of-storytellin-pt-1-lyrics
5204	Outkast	Da Art of Storytellin', Pt. 2	http://rap.genius.com/outkast-da-art-of-storytellin-pt-2-lyrics
5205	Outkast	Mamacita	http://rap.genius.com/outkast-mamacita-lyrics
5206	Outkast	Spottieottiedopaliscious	http://rap.genius.com/Outkast-spottieottiedopaliscious-lyrics
5207	Outkast	Y'All Scared	http://rap.genius.com/Outkast-yall-scared-lyrics
5208	Outkast	Nathaniel	http://rap.genius.com/outkast-nathaniel-lyrics
5209	Outkast	Liberation	http://rap.genius.com/Outkast-liberation-lyrics
5210	Outkast	Chonkyfire	http://rap.genius.com/Outkast-chonkyfire-lyrics
5211	Outkast	Intro	not_searchable
5212	Outkast	Gasoline Dreams	http://rap.genius.com/Outkast-gasoline-dreams-lyrics
5213	Outkast	I'm Cool (Interlude)	http://rap.genius.com/Outkast-im-cool-interlude-lyrics
5214	Outkast	So Fresh, So Clean	http://rap.genius.com/Outkast-so-fresh-so-clean-lyrics
5215	Outkast	Ms. Jackson	http://rap.genius.com/Outkast-ms-jackson-lyrics
5216	Outkast	Snappin' & Trappin'	http://rap.genius.com/outkast-snappin-&-trappin-lyrics
5217	Outkast	D.F. (Interlude)	http://rap.genius.com/outkast-df-interlude-lyrics
5218	Outkast	Spaghetti Junction	http://rap.genius.com/Outkast-spaghetti-junction-lyrics
5219	Outkast	Kim & Cookie (Interlude)	http://rap.genius.com/outkast-kim-&-cookie-interlude-lyrics
5220	Outkast	I'll Call Before I Come	http://rap.genius.com/Outkast-ill-call-before-i-come-lyrics
5221	Outkast	B.O.B.	http://rap.genius.com/outkast-bob-lyrics
5222	Outkast	Xplosion	http://rap.genius.com/Outkast-xplosion-lyrics
5223	Outkast	Good Hair (Interlude)	http://rap.genius.com/Outkast-good-hair-interlude-lyrics
5224	Outkast	We Luv Deez Hoez	http://rap.genius.com/Outkast-we-luv-deez-hoez-lyrics
5225	Outkast	Humble Mumble	http://rap.genius.com/Outkast-humble-mumble-lyrics
5226	Outkast	Drinking Again (Interlude)	http://rap.genius.com/outkast-drinking-again-interlude-lyrics
5227	Outkast	?	not_searchable
5228	Outkast	Red Velvet	http://rap.genius.com/Outkast-red-velvet-lyrics
5229	Outkast	Cruisin' in the ATL (Interlude)	http://rap.genius.com/Outkast-cruisin-in-the-atl-interlude-lyrics
5230	Outkast	Gangsta Sh*t	http://rap.genius.com/outkast-gangsta-shit-lyrics
5231	Outkast	Toilet Tisha	http://rap.genius.com/Outkast-toilet-tisha-lyrics
5232	Outkast	Slum Beautiful	http://rap.genius.com/Outkast-slum-beautiful-lyrics
5233	Outkast	Pre-Nump (Interlude)	http://rap.genius.com/Outkast-pre-nump-interlude-lyrics
5234	Outkast	Stankonia (Stanklove)	http://rap.genius.com/Outkast-stankonia-stanklove-lyrics
5235	Outkast	Intro	not_searchable
5236	Outkast	Ghetto Musick	http://rap.genius.com/Outkast-ghetto-musick-lyrics
5237	Outkast	Unhappy	http://rap.genius.com/Outkast-unhappy-lyrics
5238	Outkast	Bowtie	http://rap.genius.com/Outkast-bowtie-lyrics
5239	Outkast	The Way You Move	http://rap.genius.com/Outkast-the-way-you-move-lyrics
5240	Outkast	The Rooster	http://rap.genius.com/outkast-the-rooster-lyrics
5241	Outkast	Bust	http://rap.genius.com/outkast-bust-lyrics
5242	Outkast	War	http://rap.genius.com/outkast-war-lyrics
5243	Outkast	Church	http://rap.genius.com/outkast-church-lyrics
5244	Outkast	Bamboo (Interlude)	http://rap.genius.com/Outkast-bamboo-interlude-lyrics
5245	Outkast	Tomb of the Boom	http://rap.genius.com/Outkast-tomb-of-the-boom-lyrics
5246	Outkast	E-Mac (Interlude)	http://rap.genius.com/Outkast-e-mac-interlude-lyrics
5247	Outkast	Knowing	http://rap.genius.com/outkast-knowing-lyrics
5248	Outkast	Flip Flop Rock	http://rap.genius.com/Outkast-flip-flop-rock-lyrics
5249	Outkast	Interlude	not_searchable
5250	Outkast	Reset	http://rap.genius.com/Outkast-reset-lyrics
5251	Outkast	D-Boi (Interlude)	http://rap.genius.com/outkast-d-boi-interlude-lyrics
5252	Outkast	Last Call	http://rap.genius.com/outkast-last-call-lyrics
5253	Outkast	Bowtie (Postlude)	no_search_results
5254	Outkast	The Love Below (Intro)	http://rap.genius.com/Outkast-the-love-below-intro-lyrics
5255	Outkast	Love Hater	http://rap.genius.com/Outkast-love-hater-lyrics
5256	Outkast	God (Interlude)	http://rap.genius.com/outkast-god-interlude-lyrics
5257	Outkast	Happy Valentine's Day	http://rap.genius.com/Outkast-happy-valentines-day-lyrics
5258	Outkast	Spread	http://rap.genius.com/outkast-spread-lyrics
5259	Outkast	Where Are My Panties?	http://rap.genius.com/outkast-where-are-my-panties-lyrics
5260	Outkast	Prototype	http://rap.genius.com/Outkast-prototype-lyrics
5261	Outkast	She Lives in My Lap	http://rap.genius.com/Outkast-she-lives-in-my-lap-lyrics
5262	Outkast	Hey Ya!	http://rap.genius.com/outkast-hey-ya!-lyrics
5263	Outkast	Roses	http://rap.genius.com/Outkast-roses-lyrics
5264	Outkast	Good Day, Good Sir	http://rap.genius.com/Outkast-good-day-good-sir-lyrics
5265	Outkast	Behold a Lady	http://rap.genius.com/Outkast-behold-a-lady-lyrics
5266	Outkast	Pink & Blue	http://rap.genius.com/outkast-pink-&-blue-lyrics
5267	Outkast	Love in War	http://rap.genius.com/Outkast-love-in-war-lyrics
5268	Outkast	She's Alive	http://rap.genius.com/outkast-shes-alive-lyrics
5269	Outkast	Dracula's Wedding	http://rap.genius.com/Outkast-draculas-wedding-lyrics
5270	Outkast	My Favorite Things	http://rap.genius.com/outkast-my-favorite-things-lyrics
5271	Outkast	Take Off Your Cool	http://rap.genius.com/Outkast-take-off-your-cool-lyrics
5272	Outkast	Vibrate	http://rap.genius.com/Outkast-vibrate-lyrics
5273	Outkast	A Life in the Day of Benjamin André (Incomplete)	http://rap.genius.com/outkast-a-life-in-the-day-of-benjamin-andré-incomplete-lyrics
5274	Outkast	Intro	not_searchable
5275	Outkast	Mighty O	http://rap.genius.com/Outkast-mighty-o-lyrics
5276	Outkast	Peaches	http://rap.genius.com/outkast-peaches-lyrics
5277	Outkast	Idlewild Blue (Don't Chu Worry 'Bout Me)	http://rap.genius.com/outkast-idlewild-blue-dont-chu-worry-bout-me-lyrics
5278	Outkast	Infatuation (Interlude)	http://rap.genius.com/outkast-infatuation-interlude-lyrics
5279	Outkast	N2U	http://rap.genius.com/Outkast-n2u-lyrics
5280	Outkast	Morris Brown	http://rap.genius.com/Outkast-morris-brown-lyrics
5281	Outkast	Chronomentrophobia	http://rap.genius.com/outkast-chronomentrophobia-lyrics
5282	Outkast	The Train	http://rap.genius.com/outkast-the-train-lyrics
5283	Outkast	Life Is Like a Musical	http://rap.genius.com/Outkast-life-is-like-a-musical-lyrics
5284	Outkast	No Bootleg DVDs (Interlude)	no_search_results
5285	Outkast	Hollywood Divorce	http://rap.genius.com/Outkast-hollywood-divorce-lyrics
5286	Outkast	Zora (Interlude)	http://rap.genius.com/outkast-zora-interlude-lyrics
5287	Outkast	Call the Law	http://rap.genius.com/Outkast-call-the-law-lyrics
5288	Outkast	Bamboo & Cross (Interlude)	http://rap.genius.com/outkast-bamboo-&-cross-interlude-lyrics
5289	Outkast	Buggface	http://rap.genius.com/Outkast-buggface-lyrics
5290	Outkast	Makes No Sense at All	http://rap.genius.com/Outkast-makes-no-sense-at-all-lyrics
5291	Outkast	In Your Dreams	http://rap.genius.com/outkast-in-your-dreams-lyrics
5292	Outkast	PJ & Rooster	http://rap.genius.com/outkast-pj-&-rooster-lyrics
5293	Outkast	Mutron Angel	http://rap.genius.com/Outkast-mutron-angel-lyrics
5294	Outkast	Greatest Show on Earth	http://rap.genius.com/Outkast-greatest-show-on-earth-lyrics
5295	Outkast	You're Beautiful (Interlude)	http://rap.genius.com/outkast-youre-beautiful-interlude-lyrics
5296	Outkast	When I Look in Your Eyes	http://rap.genius.com/Outkast-when-i-look-in-your-eyes-lyrics
5297	Outkast	Dyin' to Live	http://rap.genius.com/Outkast-dyin-to-live-lyrics
5298	Outkast	A Bad Note	http://rap.genius.com/Outkast-a-bad-note-lyrics
5299	Nelly	Intro	not_searchable
5300	Nelly	St. Louie	http://rap.genius.com/Nelly-st-louie-lyrics
5301	Nelly	Greed, Hate, Envy	http://rap.genius.com/Nelly-greed-hate-envy-lyrics
5302	Nelly	Country Grammar (Hot...)	http://rap.genius.com/nelly-country-grammar-hot-lyrics
5303	Nelly	Steal the Show	http://rap.genius.com/nelly-steal-the-show-lyrics
5304	Nelly	Interlude	not_searchable
5305	Nelly	Ride Wit Me	http://rap.genius.com/Nelly-ride-wit-me-lyrics
5306	Nelly	E.I.	http://rap.genius.com/Nelly-ei-lyrics
5307	Nelly	Thicky Thick Girl	http://rap.genius.com/Nelly-thicky-thick-girl-lyrics
5308	Nelly	For My	http://rap.genius.com/nelly-for-my-lyrics
5309	Nelly	Utha Side	http://rap.genius.com/Nelly-utha-side-lyrics
5310	Nelly	Tho Dem Wrappas	http://rap.genius.com/Nelly-tho-dem-wrappas-lyrics
5311	Nelly	Wrap Sumden	http://rap.genius.com/Nelly-wrap-sumden-lyrics
5312	Nelly	Batter Up	http://rap.genius.com/nelly-batter-up-lyrics
5313	Nelly	Never Let 'Em C U Sweat	http://rap.genius.com/Nelly-never-let-em-c-u-sweat-lyrics
5314	Nelly	Luven Me	http://rap.genius.com/Nelly-luven-me-lyrics
5315	Nelly	Outro	not_searchable
5316	Nelly	Nellyville	http://rap.genius.com/Nelly-nellyville-lyrics
5317	Nelly	Gettin' It Started	http://rap.genius.com/nelly-gettin-it-started-lyrics
5318	Nelly	Hot in Herre	http://rap.genius.com/Nelly-hot-in-herre-lyrics
5319	Nelly	Dem Boyz	http://rap.genius.com/nelly-dem-boyz-lyrics
5320	Nelly	Oh Nelly	http://rap.genius.com/Nelly-oh-nelly-lyrics
5321	Nelly	Pimp Juice	http://rap.genius.com/Nelly-pimp-juice-lyrics
5322	Nelly	Air Force Ones	http://rap.genius.com/Nelly-air-force-ones-lyrics
5323	Nelly	In the Store	http://rap.genius.com/nelly-in-the-store-lyrics
5324	Nelly	On the Grind	http://rap.genius.com/nelly-on-the-grind-lyrics
5325	Nelly	Dilemma	http://rap.genius.com/Nelly-dilemma-lyrics
5326	Nelly	Splurge	http://rap.genius.com/Nelly-splurge-lyrics
5327	Nelly	Work It	http://rap.genius.com/nelly-work-it-lyrics
5328	Nelly	Roc the Mic	http://rap.genius.com/nelly-roc-the-mic-lyrics
5329	Nelly	The Gank	http://rap.genius.com/Nelly-the-gank-lyrics
5330	Nelly	5000	http://rap.genius.com/nelly-5000-lyrics
5331	Nelly	#1	http://rap.genius.com/nelly-#1-lyrics
5332	Nelly	CG 2	http://rap.genius.com/nelly-cg-2-lyrics
5333	Nelly	Say Now	http://rap.genius.com/Nelly-say-now-lyrics
5334	Nelly	**** It Then	http://rap.genius.com/nelly-fuck-it-then-lyrics
5335	Nelly	Play It Off	http://rap.genius.com/Nelly-play-it-off-lyrics
5336	Nelly	Pretty Toes	http://rap.genius.com/Nelly-pretty-toes-lyrics
5337	Nelly	My Place	http://rap.genius.com/nelly-my-place-lyrics
5338	Nelly	Paradise	http://rap.genius.com/nelly-paradise-lyrics
5339	Nelly	She Don't Know My Name	http://rap.genius.com/Nelly-she-dont-know-my-name-lyrics
5340	Nelly	N Dey Say	http://rap.genius.com/Nelly-n-dey-say-lyrics
5341	Nelly	Woodgrain and Leather Wit a Hole	http://rap.genius.com/Nelly-woodgrain-and-leather-wit-a-hole-lyrics
5342	Nelly	In My Life	http://rap.genius.com/nelly-in-my-life-lyrics
5343	Nelly	Over and Over	http://rap.genius.com/Nelly-over-and-over-lyrics
5344	Nelly	Nobody Knows	http://rap.genius.com/nelly-nobody-knows-lyrics
5345	Nelly	Die for You	http://rap.genius.com/nelly-die-for-you-lyrics
5346	Nelly	Heart of a Champion	http://rap.genius.com/Nelly-heart-of-a-champion-lyrics
5347	Nelly	Na-Nana-Na	http://rap.genius.com/Nelly-na-nana-na-lyrics
5348	Nelly	Flap Your Wings	http://rap.genius.com/Nelly-flap-your-wings-lyrics
5349	Nelly	American Dream	http://rap.genius.com/nelly-american-dream-lyrics
5350	Nelly	River Don't Runnn	http://rap.genius.com/Nelly-river-dont-runnn-lyrics
5351	Nelly	Tilt Ya Head Back	http://rap.genius.com/Nelly-tilt-ya-head-back-lyrics
5352	Nelly	Grand Hang Out	http://rap.genius.com/Nelly-grand-hang-out-lyrics
5353	Nelly	Getcha Getcha	http://rap.genius.com/Nelly-getcha-getcha-lyrics
5354	Nelly	Another One	http://rap.genius.com/nelly-another-one-lyrics
5355	Nelly	Spida Man	http://rap.genius.com/Nelly-spida-man-lyrics
5356	Nelly	Playa	http://rap.genius.com/nelly-playa-lyrics
5357	Nelly	Down in da Water	http://rap.genius.com/Nelly-down-in-da-water-lyrics
